-0.320985,-0.166078,0.791671
-0.283333,-0.237275,0.809459
-0.104324,-0.303958,1.16678
-0.109769,-0.303961,1.15769
-0.223664,-0.252052,1.05827
-0.229447,-0.269331,1.11508
-0.14832,-0.33471,0.882396
-0.313036,-0.0708297,0.917417
-0.318203,-0.071128,0.918448
-0.323834,-0.0522577,0.86683
-0.331714,-0.0518483,0.878186
-0.194984,-0.00982081,0.69897
-0.197916,-0.00876798,0.685538
-0.40428,-0.0675233,0.950681
-0.412593,-0.130414,1.19313
-0.589618,-0.22244,1.43845
-0.373963,-0.181293,0.963977
-0.420534,-0.176306,1.00472
-0.644284,-0.183532,1.37971
-0.08941,-0.131513,1.19412
-0.0949436,-0.133302,1.19873
-0.306939,-0.213122,1.46356
0.0376087,-0.268642,1.12884
0.0305203,-0.243515,1.00478
0.0387231,-0.33782,1.15504
0.332808,-0.22255,0.775078
0.0421274,-0.138497,1.23252
0.0305311,-0.143309,1.18636
-0.245024,-0.164966,0.784518
-0.272387,-0.181697,0.863323
-0.426863,-0.256568,0.899889
-0.163016,-0.0643805,0.912882
0.0149399,-0.128595,1.19081
0.0279933,-0.115112,1.06897
0.0333409,-0.137076,1.17721
0.343686,-0.246094,0.823541
0.331087,-0.164296,0.805142
0.302039,-0.144454,0.727637
0.221027,0.00362454,0.652687
0.0352607,-0.301192,1.15704
0.0376634,-0.30782,1.15522
0.0224658,-0.256947,1.13536
0.0220026,-0.241626,1.05019
0.334532,-0.486231,1.42059
-0.188955,-0.279122,0.926575
-0.196493,-0.280894,0.934561
0.203805,-0.0171818,0.726749
0.305126,-0.0114669,0.713229
0.299032,-0.0109847,0.705035
0.324747,-0.0702888,0.754772
0.342447,-0.0756316,0.791787
0.225687,-0.00078949,0.672125
0.354441,-0.245035,0.823999
-0.231775,-0.218736,1.46527
-0.190991,-0.217552,1.4701
-0.354172,-0.191147,1.43624
-0.170301,-0.0387844,0.795148
-0.191973,-0.0605719,0.796906
-0.68186,-0.202375,1.54265
-0.532756,-0.20645,1.36659
-0.722437,-0.223262,1.50197
-0.654185,-0.22057,1.46576
-0.70309,-0.222386,1.4904
-0.394668,-0.191469,0.970422
-0.54738,-0.229456,1.52373
-0.543203,-0.216318,1.43564
-0.448652,-0.181077,1.35844
-0.481058,-0.217314,1.44093
-0.315847,-0.102005,1.05977
-0.314261,-0.0612754,0.874846
-0.19594,-0.165876,0.784831
-0.343751,-0.172897,0.825149
-0.366539,-0.172806,0.831506
-0.32819,-0.176804,0.8441
-0.281627,-0.224042,0.803703
0.208972,-0.100964,0.789987
0.233843,-0.0180819,0.684758
0.20494,-0.0528551,0.712119
0.301094,-0.024199,0.711513
0.339257,-0.234412,0.813666
0.364818,-0.188977,0.82758
0.371052,-0.194256,0.841388
0.360375,-0.194932,0.841878
-0.161313,0.0541407,0.43613
0.228303,0.00416654,0.648167
-0.161009,0.0576367,0.444062
0.358762,-0.528535,1.40742
0.317565,-0.059131,0.734339
0.317156,-0.143148,0.75457
0.306687,-0.0999994,0.717669
0.276035,-0.142588,0.757189
-0.188352,-0.220012,0.999397
-0.185382,-0.21534,0.959903
-0.195377,-0.336977,0.893331
-0.140296,-0.338787,0.980536
-0.198219,-0.254782,0.782664
-0.326149,-0.0387676,0.818484
-0.319843,-0.0330104,0.768654
-0.17912,-0.364189,1.0952
