0.278131,-0.108953,0.976006
0.34816,-0.143571,1.13978
0.173118,0.0655341,0.782967
0.138585,-0.175638,2.03149
0.0737659,-0.0488281,1.26975
0.107703,-0.0753866,1.57068
0.239323,-0.252868,1.55574
0.147114,-0.191514,1.11367
0.147934,-0.187276,0.945496
0.357869,-0.252622,1.52839
0.21851,-0.186107,1.42979
-0.0025379,-0.172662,0.915894
0.308018,-0.103137,0.946563
-0.123219,-0.153921,1.25013
-0.163568,-0.0689205,1.42182
0.00881913,0.00341748,1.08131
0.0485119,-0.261438,1.11251
0.321359,-0.106944,0.858178
-0.0539164,0.116571,0.585447
-0.0856314,0.12033,0.539464
0.179455,0.0261606,0.956526
0.223722,0.033342,0.944158
0.0679367,0.0143919,0.975355
0.313666,0.068805,0.768452
0.336151,0.0546193,0.885273
-0.149933,0.0329615,0.397344
-0.104648,0.0620703,0.690103
-0.0404904,-0.15366,0.513274
-0.0210866,-0.116424,1.57782
-0.0126443,-0.068937,1.37817
-0.0494025,-0.0632491,1.34661
0.163868,0.0655935,0.787618
0.0656509,0.00593887,1.08592
0.069057,-0.0171414,1.14568
0.191953,0.00614702,1.09548
-0.240223,0.0990253,0.613136
-0.145121,0.0934333,0.612356
-0.0557147,0.106712,0.58119
-0.0594271,0.0957456,0.684653
0.426083,-0.44031,1.8331
-0.0262326,-0.0224894,1.10098
-0.0450297,-0.0305678,1.23651
0.323049,-0.1292,0.739888
-0.130562,0.15553,0.44838
0.241247,-0.0464479,0.765979
-0.0894112,0.00369453,0.996315
-0.103811,-0.0039475,1.15183
-0.00516732,-0.185889,0.911424
-0.0221176,-0.202813,0.936767
0.361009,-0.433883,1.83257
0.137546,0.00497344,1.09307
-0.0778141,0.0962003,0.74394
-0.0891692,0.0963073,0.597019
-0.00791469,0.0338695,0.985058
-0.0353158,0.00596501,0.986098
-0.156062,0.0134269,1.01372
-0.113283,0.0184138,0.519271
-0.183571,0.121518,0.544818
0.182347,-0.184465,0.91529
0.0414946,-0.215418,0.989081
0.271892,-0.164172,1.80051
0.2583,-0.0732977,1.41274
0.212921,-0.0779731,1.40018
0.0445089,0.256982,-0.0390514
-0.444525,0.289852,-0.773467
-0.325307,0.34937,-0.485746
-0.392293,0.381768,-0.420851
-0.00272171,0.307368,-0.0949729
-0.134075,0.369096,-0.17603
-0.71867,0.354516,-0.51706
0.0385287,0.260084,-0.0469292
0.01589,0.293268,-0.0689633
0.0418496,0.265365,-0.0500606
-0.13136,0.349033,-0.162333
-0.298253,0.262378,-0.455454
-0.408512,0.29285,-0.514087
0.0237997,0.272746,-0.0518605
-0.368831,0.246756,-0.318326
0.0127193,0.26647,-0.0683985
-0.194543,0.36199,-0.750247
-0.591098,1.00808,-2.04425
0.0373141,0.283243,-0.06886
-0.0291312,0.38554,-0.213644
-1.02518,1.0648,-1.14703
-0.673703,0.3474,-0.487282
-0.0199137,0.31345,-0.104866
-0.169726,0.370252,-0.561112
-0.46446,0.248627,-0.416634
0.0147218,0.271391,-0.0882675
0.0432185,0.257532,-0.0403906
-0.185974,0.347219,-0.561584
0.0453793,0.256233,-0.0402237
0.00543934,0.282683,-0.105934
0.0436196,0.257224,-0.0399716
-0.148495,0.363685,-0.571909
-2.48181,3.04701,-7.59755
-0.397325,0.252546,-0.344696
-0.00628868,0.26179,-0.0667848
-0.400223,0.315509,-0.568791
-0.339439,0.271653,-0.304093
-0.933385,0.351435,-0.484439
-0.0250555,0.305074,-0.0693782
-0.279977,0.362206,-0.481534
-0.38558,0.268881,-0.334874
-0.17537,0.382704,-0.556368
-0.367326,0.245645,-0.343012
0.0427303,0.255362,-0.0374919
-0.220117,0.372866,-0.527524
-0.00106358,0.281526,-0.0704065
-0.0928126,0.396278,-0.18424
-0.676325,0.357185,-0.480825
-0.209464,0.368429,-0.515844
0.0262104,0.269803,-0.0463177
-0.353732,0.300394,-0.514293
0.0416277,0.256341,-0.0350024
-0.25913,0.246863,-0.195214
0.0334609,0.261164,-0.0378344
-0.185099,0.434604,-0.134984
-0.377904,0.320617,-0.558698
-0.016605,0.309783,-0.10136
0.046917,0.251418,-0.0325909
-1.25867,0.374254,-1.96042
0.0349432,0.261807,-0.0481032
0.0045341,0.291961,-0.0912311
0.0255231,0.256246,-0.0477464
-0.0954771,0.404166,-0.175616
-0.382821,0.331145,-0.734682
-0.0956002,0.257049,-0.172235
0.000935467,0.272784,-0.0526378
-0.211931,0.378298,-0.83957
-0.00770682,0.255205,-0.118261
-0.120354,0.264968,-0.282873
-0.753299,0.260785,-0.510108
-0.0425687,0.341882,-0.137451
-0.241033,0.253252,-0.256351
-0.398938,0.318613,-0.566378
-0.228828,0.279671,-0.409792
0.0350716,0.284536,-0.067997
-0.345207,0.292809,-0.506055
0.0109381,0.272111,-0.0434229
-0.383119,0.304637,-0.557147
-0.174216,0.495376,-0.783343
-1.06808,0.284537,-0.550246
0.0309397,0.255321,-0.0464857
0.0207037,0.315064,-0.12628
-1.02857,0.699729,-0.486938
0.0444455,0.259326,-0.041262
-0.290699,0.352897,-0.551383
-0.217917,0.338952,-0.823352
-0.334747,0.316487,-0.488704
0.0115002,0.275595,-0.050152
-0.269878,0.43316,-1.07171
-4.33598,3.47348,-3.29524
0.0253163,0.290944,-0.0768742
-0.107394,0.321972,-0.0939839
-0.144789,0.36877,-0.578811
0.0352342,0.257159,-0.0425179
0.0368368,0.256109,-0.0382418
-0.418284,0.239908,-0.271638
0.0420893,0.26667,-0.0530341
-0.902092,0.665531,-0.634455
0.034528,0.260318,-0.0760584
0.0210488,0.270037,-0.0898017
